id,name,pos,team,img
kjmartin-SF,KJ Martin,SF,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431828.png&w=96&h=70&cb=1
klaythompson-SG,Klay Thompson,SG,GS,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433134.png&w=96&h=70&cb=1
krisdunn-PG,Kris Dunn,PG,UTAH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991139.png&w=96&h=70&cb=1
kristapsporzingis-C,Kristaps Porzingis,C,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3102531.png&w=96&h=70&cb=1
kyleanderson-SF,Kyle Anderson,SF,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2993874.png&w=96&h=70&cb=1
kylekuzma-PF,Kyle Kuzma,PF,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3945274.png&w=96&h=70&cb=1
kylelowry-PG,Kyle Lowry,PG,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3012.png&w=96&h=70&cb=1
kyrieirving-PG,Kyrie Irving,PG,DAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6442.png&w=96&h=70&cb=1
lameloball-PG,LaMelo Ball,PG,CHA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432816.png&w=96&h=70&cb=1
larrynancejr-PF,Larry Nance Jr,PF,NO,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2580365.png&w=96&h=70&cb=1
laurimarkkanen-PF,Lauri Markkanen,PF,UTAH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066336.png&w=96&h=70&cb=1
lebronjames-SF,LeBron James,SF,LAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/1966.png&w=96&h=70&cb=1
lonniewalkeriv-SF,Lonnie Walker IV,SF,BKN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277890.png&w=96&h=70&cb=1
lonzoball-PG,Lonzo Ball,PG,CHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066421.png&w=96&h=70&cb=1
luguentzdort-SG,Luguentz Dort,SG,OKC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397020.png&w=96&h=70&cb=1
lukadoncic-PG,Luka Doncic,PG,DAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3945274.png&w=96&h=70&cb=1
lukekennard-SG,Luke Kennard,SG,MEM,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3913174.png&w=96&h=70&cb=1
malakibranham-SG,Malaki Branham,SG,SA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4565201.png&w=96&h=70&cb=1
malcolmbrogdon-PG,Malcolm Brogdon,PG,POR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2566769.png&w=96&h=70&cb=1
malikbeasley-SG,Malik Beasley,SG,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3907822.png&w=96&h=70&cb=1
malikmonk-SG,Malik Monk,SG,SAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066262.png&w=96&h=70&cb=1
marcussasser-PG,Marcus Sasser,PG,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432107.png&w=96&h=70&cb=1
marcussmart-SG,Marcus Smart,SG,MEM,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2990992.png&w=96&h=70&cb=1
markellefultz-PG,Markelle Fultz,PG,ORL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066636.png&w=96&h=70&cb=1
markwilliams-C,Mark Williams,C,CHA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4701232.png&w=96&h=70&cb=1
marvinbagleyiii-PF,Marvin Bagley III,PF,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277848.png&w=96&h=70&cb=1
masonplumlee-C,Mason Plumlee,C,LAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2488653.png&w=96&h=70&cb=1
matissethybulle-SF,Matisse Thybulle,SF,POR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3907498.png&w=96&h=70&cb=1
maxstrus-SG,Max Strus,SG,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065778.png&w=96&h=70&cb=1
michaelporterjr-SF,Michael Porter Jr,SF,DEN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3934672.png&w=96&h=70&cb=1
mikalbridges-SF,Mikal Bridges,SF,BKN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3147657.png&w=96&h=70&cb=1
mikeconley-PG,Mike Conley,PG,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3195.png&w=96&h=70&cb=1
milesbridges-PF,Miles Bridges,PF,CHA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277961.png&w=96&h=70&cb=1
mitchellrobinson-C,Mitchell Robinson,C,NY,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4351852.png&w=96&h=70&cb=1
mobamba-C,Mo Bamba,C,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277919.png&w=96&h=70&cb=1
montemorris-PG,Monte Morris,PG,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3059310.png&w=96&h=70&cb=1
moritzwagner-C,Moritz Wagner,C,ORL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3150844.png&w=96&h=70&cb=1
mosesmoody-SG,Moses Moody,SG,GS,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432171.png&w=96&h=70&cb=1
mylesturner-C,Myles Turner,C,IND,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396993.png&w=96&h=70&cb=1
najimarshall-SF,Naji Marshall,SF,NO,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278594.png&w=96&h=70&cb=1
nazreid-C,Naz Reid,C,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396971.png&w=96&h=70&cb=1
nicclaxton-C,Nic Claxton,C,BKN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3978.png&w=96&h=70&cb=1
nickrichards-C,Nick Richards,C,CHA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278076.png&w=96&h=70&cb=1
nicolasbatum-SF,Nicolas Batum,SF,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3416.png&w=96&h=70&cb=1
nikolajokic-C,Nikola Jokic,C,DEN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3112335.png&w=96&h=70&cb=1
nikolavucevic-C,Nikola Vucevic,C,CHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6478.png&w=96&h=70&cb=1
normanpowell-SG,Norman Powell,SG,LAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2595516.png&w=96&h=70&cb=1
obitoppin-PF,Obi Toppin,PF,IND,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278355.png&w=96&h=70&cb=1
oganunoby-SF,OG Anunoby,SF,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3102531.png&w=96&h=70&cb=1
onyekaokongwu-C,Onyeka Okongwu,C,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431680.png&w=96&h=70&cb=1
orlandorobinson-C,Orlando Robinson,C,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593049.png&w=96&h=70&cb=1
paolobanchero-PF,Paolo Banchero,PF,ORL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432573.png&w=96&h=70&cb=1
pascalsiakam-PF,Pascal Siakam,PF,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3149673.png&w=96&h=70&cb=1
patrickbeverley-PG,Patrick Beverley,PG,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3964.png&w=96&h=70&cb=1
patrickwilliams-PF,Patrick Williams,PF,CHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431687.png&w=96&h=70&cb=1
paulgeorge-SF,Paul George,SF,LAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4251.png&w=96&h=70&cb=1
paulreed-PF,Paul Reed,PF,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278562.png&w=96&h=70&cb=1
paytonpritchard-PG,Payton Pritchard,PG,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066354.png&w=96&h=70&cb=1
pjwashington-PF,PJ Washington,PF,CHA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278078.png&w=96&h=70&cb=1
preciousachiuwa-PF,Precious Achiuwa,PF,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431679.png&w=96&h=70&cb=1
quentingrimes-SG,Quentin Grimes,SG,NY,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397014.png&w=96&h=70&cb=1
reggiejackson-PG,Reggie Jackson,PG,DEN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6443.png&w=96&h=70&cb=1
rjbarrett-SF,RJ Barrett,SF,NY,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395625.png&w=96&h=70&cb=1
robertcovington-PF,Robert Covington,PF,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2490620.png&w=96&h=70&cb=1
robertwilliamsiii-C,Robert Williams III,C,POR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066211.png&w=96&h=70&cb=1
royceoneale-SF,Royce ONeale,SF,BKN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2583632.png&w=96&h=70&cb=1
rudygobert-C,Rudy Gobert,C,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6583.png&w=96&h=70&cb=1
ruihachimura-PF,Rui Hachimura,PF,LAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066648.png&w=96&h=70&cb=1
russellwestbrook-PG,Russell Westbrook,PG,LAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6450.png&w=96&h=70&cb=1
saddiqbey-SF,Saddiq Bey,SF,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397136.png&w=96&h=70&cb=1
samhauser-SF,Sam Hauser,SF,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065804.png&w=96&h=70&cb=1
santialdama-PF,Santi Aldama,PF,MEM,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593125.png&w=96&h=70&cb=1
sashavezenkov-PF,Sasha Vezenkov,PF,SAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3893014.png&w=96&h=70&cb=1
scoothenderson-PG,Scoot Henderson,PG,POR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683678.png&w=96&h=70&cb=1
scottiebarnes-PF,Scottie Barnes,PF,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433134.png&w=96&h=70&cb=1
sethcurry-SG,Seth Curry,SG,DAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2326307.png&w=96&h=70&cb=1
shaedonsharpe-SG,Shaedon Sharpe,SG,POR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4914336.png&w=96&h=70&cb=1
shaigilgeousalexander-SG,Shai GilgeousAlexander,SG,OKC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278073.png&w=96&h=70&cb=1
shakemilton-PG,Shake Milton,PG,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3915195.png&w=96&h=70&cb=1
simonefontecchio-SF,Simone Fontecchio,SF,UTAH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3899664.png&w=96&h=70&cb=1
skylarmays-SG,Skylar Mays,SG,POR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066269.png&w=96&h=70&cb=1
spencerdinwiddie-SG,Spencer Dinwiddie,SG,BKN,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3155942.png&w=96&h=70&cb=1
stephencurry-PG,Stephen Curry,PG,GS,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3975.png&w=96&h=70&cb=1
stevenadams-C,Steven Adams,C,MEM,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991235.png&w=96&h=70&cb=1
talenhortontucker-SG,Talen HortonTucker,SG,UTAH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396991.png&w=96&h=70&cb=1
tarieason-SF,Tari Eason,SF,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433192.png&w=96&h=70&cb=1
taureanprince-SF,Taurean Prince,SF,LAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2990962.png&w=96&h=70&cb=1
taylorhendricks-PF,Taylor Hendricks,PF,UTAH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4684806.png&w=96&h=70&cb=1
terancemann-SF,Terance Mann,SF,LAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3907823.png&w=96&h=70&cb=1
terryrozier-SG,Terry Rozier,SG,CHA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3908809.png&w=96&h=70&cb=1
thomasbryant-C,Thomas Bryant,C,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3934723.png&w=96&h=70&cb=1
timhardawayjr-SG,Tim Hardaway Jr,SG,DAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528210.png&w=96&h=70&cb=1
tjmcconnell-PG,TJ McConnell,PG,IND,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2530530.png&w=96&h=70&cb=1
tobiasharris-SF,Tobias Harris,SF,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431678.png&w=96&h=70&cb=1
torreycraig-SF,Torrey Craig,SF,CHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528693.png&w=96&h=70&cb=1
toumanicamara-PF,Toumani Camara,PF,POR,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431736.png&w=96&h=70&cb=1
traeyoung-PG,Trae Young,PG,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277905.png&w=96&h=70&cb=1
trejones-PG,Tre Jones,PG,SA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395626.png&w=96&h=70&cb=1
treymurphyiii-SG,Trey Murphy III,SG,NO,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397688.png&w=96&h=70&cb=1
tylerherro-SG,Tyler Herro,SG,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3059318.png&w=96&h=70&cb=1
tyresehaliburton-PG,Tyrese Haliburton,PG,IND,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4396993.png&w=96&h=70&cb=1
tyresemaxey-SG,Tyrese Maxey,SG,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4431678.png&w=96&h=70&cb=1
tyusjones-PG,Tyus Jones,PG,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3136195.png&w=96&h=70&cb=1
victoroladipo-SG,Victor Oladipo,SG,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2527963.png&w=96&h=70&cb=1
victorwembanyama-C,Victor Wembanyama,C,SA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5104157.png&w=96&h=70&cb=1
walkerkessler-C,Walker Kessler,C,UTAH,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432166.png&w=96&h=70&cb=1
wendellcarterjr-C,Wendell Carter Jr,C,ORL,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277847.png&w=96&h=70&cb=1
xaviertillman-PF,Xavier Tillman,PF,MEM,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277964.png&w=96&h=70&cb=1
zachcollins-C,Zach Collins,C,SA,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066650.png&w=96&h=70&cb=1
zachlavine-SG,Zach LaVine,SG,CHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4065648.png&w=96&h=70&cb=1
ziairewilliams-SG,Ziaire Williams,SG,MEM,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433137.png&w=96&h=70&cb=1
zionwilliamson-PF,Zion Williamson,PF,NO,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395628.png&w=96&h=70&cb=1
