id,name,pos,team,img
keoncoleman-WR,Keon Coleman,WR,BUF,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4635008.png&w=96&h=70&cb=1
khalilherbert-RB,Khalil Herbert,RB,CHI,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4035886.png&w=96&h=70&cb=1
khalilshakir-WR,Khalil Shakir,WR,BUF,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4373678.png&w=96&h=70&cb=1
kimanividal-RB,Kimani Vidal,RB,LAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4430968.png&w=96&h=70&cb=1
kirkcousins-QB,Kirk Cousins,QB,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/14880.png&w=96&h=70&cb=1
kylepitts-TE,Kyle Pitts,TE,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4360248.png&w=96&h=70&cb=1
kylermurray-QB,Kyler Murray,QB,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3917315.png&w=96&h=70&cb=1
kyrenwilliams-RB,Kyren Williams,RB,LAR,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4430737.png&w=96&h=70&cb=1
laddmcconkey-WR,Ladd McConkey,WR,LAC,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4612826.png&w=96&h=70&cb=1
lamarjackson-QB,Lamar Jackson,QB,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3916387.png&w=96&h=70&cb=1
lionsdst-DST,Lions DST,DST,DET,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nfl/500/det.png&h=188&w=188&w=96&h=70&cb=1
lukemccaffrey-WR,Luke McCaffrey,WR,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4426948.png&w=96&h=70&cb=1
lukemusgrave-TE,Luke Musgrave,TE,GB,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4428085.png&w=96&h=70&cb=1
maliknabers-WR,Malik Nabers,WR,NYG,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4595348.png&w=96&h=70&cb=1
markandrews-TE,Mark Andrews,TE,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/3116365.png&w=96&h=70&cb=1
marquisebrown-WR,Marquise Brown,WR,KC,https://a.espncdn.com/combiner/i?img=/i/headshots/nfl/players/full/4241372.png&w=96&h=70&cb=1
