week,id,injury,opp,proj,prev_score,roster,roster_change,total_pts,avg_pts
0,49ersdst-DST,,NYJ,5.7,,98.1,-0.3,127.9,7.5
0,aaronjones-RB,,@NYG,13.6,,94.9,1.4,189.6,13.5
0,aaronrodgers-QB,,@SF,16.2,,80.4,4.5,265.5,17.7
0,adamthielen-WR,,@NO,11.2,,56.9,7.0,171.3,11.4
0,adonaimitchell-WR,,HOU,6.3,,34.0,7.2,129.4,8.6
0,ajbrown-WR,,GB,17.2,,99.9,0.0,259.7,17.3
0,alexandermattison-RB,,@LAC,5.1,,11.9,4.2,91.9,6.6
0,alvinkamara-RB,,CAR,17.7,,98.9,0.7,231.0,16.5
0,amaricooper-WR,,DAL,13.8,,92.6,2.9,209.8,14.0
0,amonrastbrown-WR,,LAR,19.4,,99.9,0.0,284.0,18.9
0,anthonyrichardson-QB,,HOU,19.1,,97.5,0.6,275.4,18.4
0,antoniogibson-RB,,@CIN,8.5,,43.7,2.9,141.9,10.1
0,austinekeler-RB,,@TB,12.1,,87.0,3.2,173.9,12.4
0,bakermayfield-QB,,WSH,17.4,,30.2,3.9,244.8,16.3
0,bearsdst-DST,,TEN,7.3,,33.9,5.6,109.8,6.5
0,bengalsdst-DST,,NE,7.9,,58.7,7.9,115.7,6.8
0,bensinnott-TE,,@TB,4.2,,7.7,-0.1,74.5,5.0
0,bijanrobinson-RB,,PIT,18.6,,99.9,0.1,292.9,20.9
0,billsdst-DST,,ARI,5.4,,23.3,-3.7,79.0,4.6
0,blakecorum-RB,,@DET,5.6,,66.7,-1.3,116.8,8.3
0,bonix-QB,,@SEA,13.5,,12.6,4.3,192.8,13.8
0,braelonallen-RB,,@SF,3.0,,8.3,2.4,75.5,5.4
0,brandincooks-WR,Q,@CLE,9.2,,29.4,3.4,155.4,10.4
0,brandonaiyuk-WR,,NYJ,13.5,,98.5,0.4,222.3,14.8
0,brandonaubrey-K,,@CLE,7.9,,98.9,0.3,142.0,8.4
