week,manager_id,slot_idx,player_id,aquired
0,1,1,lamarjackson-QB,Draft
0,1,2,alvinkamara-RB,Draft
0,1,3,jamescook-RB,Draft
0,1,4,amonrastbrown-WR,Draft
0,1,5,pukanacua-WR,Draft
0,1,6,daltonkincaid-TE,Draft
0,1,7,calvinridley-WR,Draft
0,1,8,saintsdst-DST,Draft
0,1,9,jakemoody-K,Draft
0,1,10,terrymclaurin-WR,Draft
0,1,11,tonypollard-RB,Draft
0,1,12,tyjaespears-RB,Draft
0,1,13,jaydendaniels-QB,Draft
0,1,14,zackmoss-RB,Draft
0,1,15,tylerlockett-WR,Draft
0,1,16,patfreiermuth-TE,Draft
0,2,1,kylermurray-QB,Draft
0,2,2,jahmyrgibbs-RB,Draft
0,2,3,devonachane-RB,Draft
0,2,4,jamarrchase-WR,Draft
0,2,5,nicocollins-WR,Draft
0,2,6,treymcbride-TE,Draft
0,2,7,rasheerice-WR,Draft
0,2,8,brownsdst-DST,Draft
0,2,9,kaimifairbairn-K,Draft
0,2,10,jaxonsmithnjigba-WR,Draft
0,2,11,romeodunze-WR,Draft
0,2,12,chasebrown-RB,Draft
0,2,13,jordanlove-QB,Draft
0,2,14,treybenson-RB,Draft
0,2,15,xavierlegette-WR,Draft
0,2,17,jonathonbrooks-RB,Draft
0,3,2,blakecorum-RB,Draft
0,3,10,justinjefferson-WR,Draft
0,3,11,saquonbarkley-RB,Draft
0,3,12,rachaadwhite-RB,Draft
0,3,13,stefondiggs-WR,Draft
0,3,14,patrickmahomes-QB,Draft
0,3,15,markandrews-TE,Draft
0,3,16,tankdell-WR,Draft
0,3,17,christiankirk-WR,Draft
0,3,18,mikewilliams-WR,Draft
0,3,19,jaydenreed-WR,Draft
0,3,20,ezekielelliott-RB,Draft
0,3,21,adamthielen-WR,Draft
0,3,22,jamesonwilliams-WR,Draft
0,3,23,jakeelliott-K,Draft
0,3,24,bengalsdst-DST,Draft
0,4,1,cjstroud-QB,Draft
0,4,2,jonathantaylor-RB,Draft
0,4,3,davidmontgomery-RB,Draft
0,4,4,garrettwilson-WR,Draft
0,4,5,jaylenwaddle-WR,Draft
0,4,6,samlaporta-TE,Draft
0,4,7,teehiggins-WR,Draft
0,4,8,dolphinsdst-DST,Draft
0,4,9,brandonaubrey-K,Draft
0,4,10,diontaejohnson-WR,Draft
0,4,11,austinekeler-RB,Draft
0,4,12,jordanaddison-WR,Draft
0,4,13,brockpurdy-QB,Draft
0,4,14,chubahubbard-RB,Draft
0,4,15,demariodouglas-WR,Draft
0,4,16,daltonschultz-TE,Draft
0,5,1,aaronrodgers-QB,Draft
0,5,2,isiahpacheco-RB,Draft
0,5,3,joshjacobs-RB,Draft
0,5,4,tyreekhill-WR,Draft
0,5,5,mikeevans-WR,Draft
0,5,6,georgekittle-TE,Draft
0,5,7,brandonaiyuk-WR,Draft
0,5,8,ravensdst-DST,Draft
