id,name,pos,team,img
eugeniosuarez-3B,Eugenio Suarez,3B,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32367.png&w=96&h=70&cb=1
euryperez-SP,Eury Perez,SP,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4917854.png&w=96&h=70&cb=1
evanphillips-RP,Evan Phillips,RP,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37911.png&w=96&h=70&cb=1
ezequielduran-3B,Ezequiel Duran,3B,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42457.png&w=96&h=70&cb=1
ezequieltovar-SS,Ezequiel Tovar,SS,COL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4905919.png&w=96&h=70&cb=1
felixbautista-RP,Felix Bautista,RP,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4905859.png&w=96&h=70&cb=1
fernandotatisjr-SS,Fernando Tatis Jr,SS,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35983.png&w=96&h=70&cb=1
frambervaldez-SP,Framber Valdez,SP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36581.png&w=96&h=70&cb=1
franciscoalvarez-DH,Francisco Alvarez,DH,NYM,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41253.png&w=96&h=70&cb=1
franciscolindor-SS,Francisco Lindor,SS,NYM,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32129.png&w=96&h=70&cb=1
frankiemontas-SP,Frankie Montas,SP,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33249.png&w=96&h=70&cb=1
freddiefreeman-1B,Freddie Freeman,1B,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30193.png&w=96&h=70&cb=1
freddyperalta-SP,Freddy Peralta,SP,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39825.png&w=96&h=70&cb=1
gabrielmoreno-C,Gabriel Moreno,C,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42464.png&w=96&h=70&cb=1
garrettcooper-1B,Garrett Cooper,1B,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33398.png&w=96&h=70&cb=1
garrettmitchell-OF,Garrett Mitchell,OF,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4313442.png&w=96&h=70&cb=1
garrettwhitlock-RP,Garrett Whitlock,RP,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39674.png&w=96&h=70&cb=1
garysanchez-C,Gary Sanchez,C,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31095.png&w=96&h=70&cb=1
gavinstone-SP,Gavin Stone,SP,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4417230.png&w=96&h=70&cb=1
gavinwilliams-SP,Gavin Williams,SP,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4345076.png&w=96&h=70&cb=1
georgekirby-SP,George Kirby,SP,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42406.png&w=96&h=70&cb=1
georgespringer-OF,George Springer,OF,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32078.png&w=96&h=70&cb=1
geraldoperdomo-SS,Geraldo Perdomo,SS,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41355.png&w=96&h=70&cb=1
germanmarquez-SP,German Marquez,SP,COL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34874.png&w=96&h=70&cb=1
gerritcole-SP,Gerrit Cole,SP,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32081.png&w=96&h=70&cb=1
giancarlostanton-OF,Giancarlo Stanton,OF,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30583.png&w=96&h=70&cb=1
giourshela-3B,Gio Urshela,3B,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32721.png&w=96&h=70&cb=1
giovannygallegos-RP,Giovanny Gallegos,RP,STL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36050.png&w=96&h=70&cb=1
gleybertorres-2B,Gleyber Torres,2B,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33804.png&w=96&h=70&cb=1
grahamashcraft-SP,Graham Ashcraft,SP,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4084179.png&w=96&h=70&cb=1
graysonrodriguez-SP,Grayson Rodriguez,SP,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41196.png&w=96&h=70&cb=1
gregorysantos-RP,Gregory Santos,RP,CHW,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39682.png&w=96&h=70&cb=1
gregorysoto-RP,Gregory Soto,RP,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39804.png&w=96&h=70&cb=1
griffincanning-SP,Griffin Canning,SP,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41065.png&w=96&h=70&cb=1
griffinjax-RP,Griffin Jax,RP,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42604.png&w=96&h=70&cb=1
gunnarhenderson-3B,Gunnar Henderson,3B,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42507.png&w=96&h=70&cb=1
hanseralberto-2B,Hanser Alberto,2B,CHW,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32839.png&w=96&h=70&cb=1
haroldramirez-1B,Harold Ramirez,1B,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33259.png&w=96&h=70&cb=1
harrisonbader-OF,Harrison Bader,OF,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35062.png&w=96&h=70&cb=1
haseongkim-SS,HaSeong Kim,SS,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4089862.png&w=96&h=70&cb=1
haydenwesneski-SP,Hayden Wesneski,SP,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42996.png&w=96&h=70&cb=1
hectorneris-RP,Hector Neris,RP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32377.png&w=96&h=70&cb=1
henrydavis-C,Henry Davis,C,PIT,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4418683.png&w=96&h=70&cb=1
hoganharris-SP,Hogan Harris,SP,OAK,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41364.png&w=96&h=70&cb=1
hunterbrown-SP,Hunter Brown,SP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4717803.png&w=96&h=70&cb=1
huntergreene-SP,Hunter Greene,SP,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39635.png&w=96&h=70&cb=1
hunterharvey-RP,Hunter Harvey,RP,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33191.png&w=96&h=70&cb=1
hunterrenfroe-OF,Hunter Renfroe,OF,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33205.png&w=96&h=70&cb=1
hyunjinryu-SP,Hyun Jin Ryu,SP,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32582.png&w=96&h=70&cb=1
iangibaut-RP,Ian Gibaut,RP,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37979.png&w=96&h=70&cb=1
ianhamilton-RP,Ian Hamilton,RP,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41127.png&w=96&h=70&cb=1
ianhapp-OF,Ian Happ,OF,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34945.png&w=96&h=70&cb=1
isaacparedes-3B,Isaac Paredes,3B,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39706.png&w=96&h=70&cb=1
jackflaherty-SP,Jack Flaherty,SP,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33837.png&w=96&h=70&cb=1
jacksuwinski-OF,Jack Suwinski,OF,PIT,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36754.png&w=96&h=70&cb=1
jacobdegrom-SP,Jacob deGrom,SP,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32796.png&w=96&h=70&cb=1
jaimebarria-RP,Jaime Barria,RP,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34956.png&w=96&h=70&cb=1
jakeburger-3B,Jake Burger,3B,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39882.png&w=96&h=70&cb=1
jakecronenworth-2B,Jake Cronenworth,2B,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36364.png&w=96&h=70&cb=1
jakefraley-OF,Jake Fraley,OF,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37974.png&w=96&h=70&cb=1
jakeirvin-SP,Jake Irvin,SP,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41290.png&w=96&h=70&cb=1
jakemccarthy-OF,Jake McCarthy,OF,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41197.png&w=96&h=70&cb=1
jameskarinchak-RP,James Karinchak,RP,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40715.png&w=96&h=70&cb=1
jamesontaillon-SP,Jameson Taillon,SP,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31258.png&w=96&h=70&cb=1
jamesoutman-OF,James Outman,OF,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41802.png&w=96&h=70&cb=1
jamespaxton-SP,James Paxton,SP,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31980.png&w=96&h=70&cb=1
jaredshuster-SP,Jared Shuster,SP,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4623366.png&w=96&h=70&cb=1
jaredwalsh-1B,Jared Walsh,1B,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35673.png&w=96&h=70&cb=1
jarredkelenic-OF,Jarred Kelenic,OF,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41150.png&w=96&h=70&cb=1
jarrenduran-OF,Jarren Duran,OF,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41610.png&w=96&h=70&cb=1
jasonadam-RP,Jason Adam,RP,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32145.png&w=96&h=70&cb=1
jasonfoley-RP,Jason Foley,RP,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42698.png&w=96&h=70&cb=1
javierbaez-SS,Javier Baez,SS,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32127.png&w=96&h=70&cb=1
jazzchisholmjr-2B,Jazz Chisholm Jr,2B,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41433.png&w=96&h=70&cb=1
jddavis-3B,JD Davis,3B,SF,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33796.png&w=96&h=70&cb=1
jdmartinez-DH,JD Martinez,DH,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31065.png&w=96&h=70&cb=1
jeansegura-2B,Jean Segura,2B,FA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31037.png&w=96&h=70&cb=1
jeffmcneil-2B,Jeff McNeil,2B,NYM,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33900.png&w=96&h=70&cb=1
jeffreysprings-SP,Jeffrey Springs,SP,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35397.png&w=96&h=70&cb=1
jeimercandelario-3B,Jeimer Candelario,3B,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32531.png&w=96&h=70&cb=1
jeremypena-SS,Jeremy Pena,SS,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41273.png&w=96&h=70&cb=1
jessechavez-RP,Jesse Chavez,RP,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29220.png&w=96&h=70&cb=1
jessewinker-OF,Jesse Winker,OF,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32833.png&w=96&h=70&cb=1
jesusluzardo-SP,Jesus Luzardo,SP,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39667.png&w=96&h=70&cb=1
jesussanchez-OF,Jesus Sanchez,OF,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39957.png&w=96&h=70&cb=1
jhoanduran-RP,Jhoan Duran,RP,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41109.png&w=96&h=70&cb=1
jhonybrito-SP,Jhony Brito,SP,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42864.png&w=96&h=70&cb=1
jihwanbae-OF,Ji Hwan Bae,OF,PIT,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40896.png&w=96&h=70&cb=1
jjbleday-OF,JJ Bleday,OF,OAK,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42410.png&w=96&h=70&cb=1
jocpederson-OF,Joc Pederson,OF,SF,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31392.png&w=96&h=70&cb=1
joelpayamps-RP,Joel Payamps,RP,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40021.png&w=96&h=70&cb=1
joemusgrove-SP,Joe Musgrove,SP,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34848.png&w=96&h=70&cb=1
joeryan-SP,Joe Ryan,SP,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42450.png&w=96&h=70&cb=1
joeygallo-OF,Joey Gallo,OF,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32818.png&w=96&h=70&cb=1
joeylucchesi-SP,Joey Lucchesi,SP,NYM,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39876.png&w=96&h=70&cb=1
joeymeneses-1B,Joey Meneses,1B,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34534.png&w=96&h=70&cb=1
joeyvotto-1B,Joey Votto,1B,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28670.png&w=96&h=70&cb=1
joeywiemer-OF,Joey Wiemer,OF,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4417134.png&w=96&h=70&cb=1
johanoviedo-RP,Johan Oviedo,RP,PIT,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41405.png&w=96&h=70&cb=1
johnnycueto-SP,Johnny Cueto,SP,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28955.png&w=96&h=70&cb=1
johnschreiber-RP,John Schreiber,RP,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39949.png&w=96&h=70&cb=1
jonahheim-C,Jonah Heim,C,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33842.png&w=96&h=70&cb=1
jonathanindia-2B,Jonathan India,2B,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41171.png&w=96&h=70&cb=1
jonberti-2B,Jon Berti,2B,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32273.png&w=96&h=70&cb=1
jongray-SP,Jon Gray,SP,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33203.png&w=96&h=70&cb=1
jordanhicks-RP,Jordan Hicks,RP,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37909.png&w=96&h=70&cb=1
jordanlyles-SP,Jordan Lyles,SP,KC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31061.png&w=96&h=70&cb=1
jordanmontgomery-SP,Jordan Montgomery,SP,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38173.png&w=96&h=70&cb=1
jordanromano-RP,Jordan Romano,RP,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36380.png&w=96&h=70&cb=1
jordanwalker-3B,Jordan Walker,3B,STL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4684778.png&w=96&h=70&cb=1
jordanwestburg-SS,Jordan Westburg,SS,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4298641.png&w=96&h=70&cb=1
jorgelopez-RP,Jorge Lopez,RP,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33833.png&w=96&h=70&cb=1
jorgemateo-SS,Jorge Mateo,SS,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33832.png&w=96&h=70&cb=1
jorgepolanco-2B,Jorge Polanco,2B,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32525.png&w=96&h=70&cb=1
jorgesoler-OF,Jorge Soler,OF,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32558.png&w=96&h=70&cb=1
joseabreu-1B,Jose Abreu,1B,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33095.png&w=96&h=70&cb=1
josealtuve-2B,Jose Altuve,2B,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31662.png&w=96&h=70&cb=1
josealvarado-RP,Jose Alvarado,RP,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36063.png&w=96&h=70&cb=1
joseberrios-SP,Jose Berrios,SP,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32811.png&w=96&h=70&cb=1
joseleclerc-RP,Jose Leclerc,RP,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33926.png&w=96&h=70&cb=1
josemiranda-1B,Jose Miranda,1B,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41000.png&w=96&h=70&cb=1
josequijada-RP,Jose Quijada,RP,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39142.png&w=96&h=70&cb=1
josequintana-SP,Jose Quintana,SP,NYM,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32106.png&w=96&h=70&cb=1
joseramirez-3B,Jose Ramirez,3B,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32801.png&w=96&h=70&cb=1
josesiri-OF,Jose Siri,OF,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33954.png&w=96&h=70&cb=1
josetrevino-C,Jose Trevino,C,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35268.png&w=96&h=70&cb=1
joseurquidy-SP,Jose Urquidy,SP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35759.png&w=96&h=70&cb=1
joshbell-1B,Josh Bell,1B,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32517.png&w=96&h=70&cb=1
joshdonaldson-3B,Josh Donaldson,3B,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29563.png&w=96&h=70&cb=1
joshfleming-RP,Josh Fleming,RP,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42615.png&w=96&h=70&cb=1
joshhader-RP,Josh Hader,RP,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32760.png&w=96&h=70&cb=1
joshjung-3B,Josh Jung,3B,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42437.png&w=96&h=70&cb=1
joshlowe-OF,Josh Lowe,OF,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40557.png&w=96&h=70&cb=1
joshnaylor-1B,Josh Naylor,1B,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35066.png&w=96&h=70&cb=1
joshrojas-3B,Josh Rojas,3B,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40718.png&w=96&h=70&cb=1
joshsborz-RP,Josh Sborz,RP,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36178.png&w=96&h=70&cb=1
joshwinckowski-SP,Josh Winckowski,SP,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4713488.png&w=96&h=70&cb=1
josiahgray-SP,Josiah Gray,SP,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41165.png&w=96&h=70&cb=1
jpcrawford-SS,JP Crawford,SS,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33210.png&w=96&h=70&cb=1
jpfrance-RP,JP France,RP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3662290.png&w=96&h=70&cb=1
jpsears-SP,JP Sears,SP,OAK,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39818.png&w=96&h=70&cb=1
jtrealmuto-C,JT Realmuto,C,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32177.png&w=96&h=70&cb=1
juansoto-OF,Juan Soto,OF,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36969.png&w=96&h=70&cb=1
juliorodriguez-OF,Julio Rodriguez,OF,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41044.png&w=96&h=70&cb=1
julioteheran-SP,Julio Teheran,SP,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31091.png&w=96&h=70&cb=1
juliourias-SP,Julio Urias,SP,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33223.png&w=96&h=70&cb=1
juricksonprofar-OF,Jurickson Profar,OF,COL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31117.png&w=96&h=70&cb=1
justinlawrence-RP,Justin Lawrence,RP,COL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41310.png&w=96&h=70&cb=1
justinsteele-SP,Justin Steele,SP,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41022.png&w=96&h=70&cb=1
justinturner-3B,Justin Turner,3B,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29607.png&w=96&h=70&cb=1
justinverlander-SP,Justin Verlander,SP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6341.png&w=96&h=70&cb=1
kebryanhayes-3B,KeBryan Hayes,3B,PIT,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35020.png&w=96&h=70&cb=1
keeganthompson-SP,Keegan Thompson,SP,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41086.png&w=96&h=70&cb=1
keibertruiz-C,Keibert Ruiz,C,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38827.png&w=96&h=70&cb=1
kendallgraveman-RP,Kendall Graveman,RP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33636.png&w=96&h=70&cb=1
kenleyjansen-RP,Kenley Jansen,RP,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29630.png&w=96&h=70&cb=1
kentamaeda-SP,Kenta Maeda,SP,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34892.png&w=96&h=70&cb=1
kerrycarpenter-OF,Kerry Carpenter,OF,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42714.png&w=96&h=70&cb=1
ketelmarte-2B,Ketel Marte,2B,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32512.png&w=96&h=70&cb=1
kevingausman-SP,Kevin Gausman,SP,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32667.png&w=96&h=70&cb=1
kevinginkel-RP,Kevin Ginkel,RP,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41432.png&w=96&h=70&cb=1
kevinkiermaier-OF,Kevin Kiermaier,OF,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31446.png&w=96&h=70&cb=1
kodaisenga-SP,Kodai Senga,SP,NYM,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4142421.png&w=96&h=70&cb=1
kolbyallard-RP,Kolby Allard,RP,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34980.png&w=96&h=70&cb=1
koltenwong-2B,Kolten Wong,2B,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32061.png&w=96&h=70&cb=1
krisbryant-OF,Kris Bryant,OF,COL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33172.png&w=96&h=70&cb=1
krisbubic-SP,Kris Bubic,SP,KC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41201.png&w=96&h=70&cb=1
kuttercrawford-SP,Kutter Crawford,SP,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41277.png&w=96&h=70&cb=1
kylebradish-SP,Kyle Bradish,SP,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4311625.png&w=96&h=70&cb=1
kylefarmer-SS,Kyle Farmer,SS,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33287.png&w=96&h=70&cb=1
kylefinnegan-RP,Kyle Finnegan,RP,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36543.png&w=96&h=70&cb=1
kylefreeland-SP,Kyle Freeland,SP,COL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33839.png&w=96&h=70&cb=1
kylegibson-SP,Kyle Gibson,SP,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31053.png&w=96&h=70&cb=1
kylehendricks-SP,Kyle Hendricks,SP,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33173.png&w=96&h=70&cb=1
kyleschwarber-OF,Kyle Schwarber,OF,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33712.png&w=96&h=70&cb=1
kyletucker-OF,Kyle Tucker,OF,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34967.png&w=96&h=70&cb=1
kylewright-SP,Kyle Wright,SP,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39652.png&w=96&h=70&cb=1
lamontewadejr-OF,LaMonte Wade Jr,OF,SF,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37798.png&w=96&h=70&cb=1
lancelynn-SP,Lance Lynn,SP,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30820.png&w=96&h=70&cb=1
lancemccullersjr-SP,Lance McCullers Jr,SP,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32764.png&w=96&h=70&cb=1
lanethomas-OF,Lane Thomas,OF,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36409.png&w=96&h=70&cb=1
